person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
28.0,81120.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5200.0,11.49,0,0.06,N,7.0
30.0,81120.0,OWN,3.0,EDUCATION,B,18000.0,10.75,0,0.22,N,10.0
32.0,81204.0,MORTGAGE,6.0,EDUCATION,A,3600.0,7.88,0,0.04,N,9.0
29.0,45000.0,RENT,0.0,MEDICAL,C,12000.0,12.99,0,0.27,Y,7.0
29.0,81400.0,MORTGAGE,13.0,EDUCATION,A,10000.0,10.99,0,0.12,N,8.0
28.0,45000.0,RENT,12.0,EDUCATION,A,12000.0,5.42,0,0.27,N,10.0
31.0,81600.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4000.0,13.57,0,0.05,N,7.0
33.0,81804.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000.0,8.0,0,0.11,N,8.0
29.0,81900.0,MORTGAGE,13.0,VENTURE,A,8000.0,7.66,0,0.1,N,10.0
32.0,45000.0,RENT,9.0,MEDICAL,A,12000.0,7.88,0,0.27,N,6.0
33.0,45000.0,RENT,4.0,MEDICAL,A,12000.0,7.88,0,0.27,N,6.0
28.0,81996.0,MORTGAGE,12.0,EDUCATION,B,3000.0,12.42,0,0.04,N,5.0
29.0,39000.0,OWN,10.0,PERSONAL,C,9000.0,12.72,0,0.23,Y,9.0
35.0,45000.0,RENT,3.0,MEDICAL,B,12000.0,11.26,0,0.27,N,5.0
35.0,82000.0,MORTGAGE,3.0,PERSONAL,A,18800.0,7.51,0,0.23,N,10.0
29.0,76000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,D,4400.0,16.29,1,0.06,Y,10.0
27.0,82000.0,MORTGAGE,11.0,VENTURE,A,4000.0,7.9,0,0.05,N,10.0
33.0,82000.0,MORTGAGE,2.0,EDUCATION,A,6000.0,7.51,0,0.07,N,10.0
29.0,82000.0,OWN,5.0,PERSONAL,C,21000.0,14.65,0,0.26,Y,5.0
27.0,82000.0,MORTGAGE,11.0,PERSONAL,A,10000.0,7.51,0,0.12,N,9.0
29.0,82000.0,MORTGAGE,5.0,MEDICAL,B,20000.0,10.99,0,0.24,N,7.0
28.0,46000.0,RENT,3.0,MEDICAL,B,12000.0,10.99,0,0.26,N,8.0
29.0,46000.0,RENT,4.0,MEDICAL,B,12000.0,10.74,0,0.26,N,10.0
32.0,82000.0,MORTGAGE,4.0,EDUCATION,D,8000.0,16.89,0,0.1,N,8.0
28.0,40000.0,RENT,0.0,DEBTCONSOLIDATION,E,12000.0,15.57,1,0.3,N,7.0
33.0,82000.0,MORTGAGE,2.0,PERSONAL,B,20000.0,10.99,0,0.24,N,10.0
27.0,82000.0,MORTGAGE,3.0,VENTURE,A,10000.0,6.92,0,0.12,N,9.0
27.0,82000.0,MORTGAGE,0.0,VENTURE,B,14000.0,10.0,0,0.17,N,7.0
28.0,82000.0,MORTGAGE,8.0,EDUCATION,A,18000.0,7.66,0,0.22,N,9.0
31.0,82000.0,MORTGAGE,4.0,EDUCATION,A,10000.0,7.29,0,0.12,N,5.0
32.0,82000.0,MORTGAGE,13.0,PERSONAL,B,10000.0,10.36,0,0.12,N,9.0
35.0,82000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,E,10000.0,16.69,0,0.12,Y,9.0
28.0,82000.0,MORTGAGE,0.0,VENTURE,C,15000.0,12.98,0,0.18,Y,8.0
29.0,47256.0,RENT,5.0,VENTURE,A,12000.0,7.29,0,0.25,N,8.0
29.0,47500.0,RENT,0.0,PERSONAL,A,12000.0,8.94,0,0.25,N,5.0
30.0,82000.0,MORTGAGE,5.0,PERSONAL,A,5000.0,6.76,0,0.06,N,8.0
31.0,47700.0,RENT,2.0,MEDICAL,B,12000.0,11.99,0,0.25,N,5.0
28.0,47840.0,RENT,0.0,MEDICAL,B,12000.0,10.99,0,0.25,N,7.0
27.0,48000.0,RENT,5.0,VENTURE,B,12000.0,11.71,0,0.25,N,6.0
27.0,42000.0,RENT,5.0,DEBTCONSOLIDATION,E,12000.0,16.0,1,0.29,Y,5.0
34.0,76000.0,MORTGAGE,13.0,DEBTCONSOLIDATION,E,20000.0,17.74,1,0.26,N,5.0
29.0,76000.0,MORTGAGE,13.0,HOMEIMPROVEMENT,F,20000.0,16.08,1,0.26,Y,6.0
32.0,48400.0,RENT,1.0,MEDICAL,A,12000.0,6.62,0,0.25,N,7.0
35.0,82008.0,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7200.0,6.62,0,0.09,N,7.0
28.0,60000.0,RENT,2.0,VENTURE,B,12000.0,9.91,0,0.2,N,10.0
31.0,82116.0,MORTGAGE,12.0,HOMEIMPROVEMENT,C,2800.0,12.68,0,0.03,Y,9.0
30.0,60000.0,RENT,0.0,PERSONAL,B,12000.0,11.71,0,0.2,N,9.0
30.0,54000.0,RENT,1.0,EDUCATION,A,12000.0,6.62,1,0.22,N,6.0
33.0,82404.0,OWN,8.0,EDUCATION,D,14400.0,16.0,0,0.17,Y,7.0
29.0,60000.0,RENT,7.0,MEDICAL,B,12000.0,9.91,0,0.2,N,7.0
28.0,82500.0,MORTGAGE,12.0,MEDICAL,A,11000.0,7.49,0,0.13,N,9.0
27.0,60000.0,RENT,0.0,VENTURE,C,12000.0,13.49,0,0.2,Y,6.0
31.0,60000.0,RENT,0.0,MEDICAL,A,12000.0,7.49,0,0.2,N,9.0
30.0,82500.0,MORTGAGE,7.0,EDUCATION,D,10000.0,15.65,0,0.12,Y,9.0
27.0,82500.0,MORTGAGE,3.0,PERSONAL,A,11100.0,8.94,0,0.13,N,5.0
30.0,60000.0,RENT,5.0,PERSONAL,B,12000.0,10.99,0,0.2,N,7.0
31.0,82524.0,MORTGAGE,4.0,VENTURE,A,12000.0,6.62,0,0.15,N,8.0
30.0,60000.0,RENT,1.0,HOMEIMPROVEMENT,C,12000.0,13.84,0,0.2,Y,7.0
31.0,60000.0,RENT,5.0,HOMEIMPROVEMENT,A,12000.0,7.49,0,0.2,N,10.0
34.0,60000.0,RENT,3.0,VENTURE,A,12000.0,6.92,0,0.2,N,9.0
29.0,82600.0,MORTGAGE,6.0,VENTURE,B,19450.0,9.91,0,0.24,N,10.0
30.0,65144.0,MORTGAGE,9.0,MEDICAL,E,5000.0,16.35,1,0.07,Y,6.0
31.0,82656.0,OTHER,10.0,DEBTCONSOLIDATION,C,6000.0,12.09,0,0.07,Y,9.0
28.0,60000.0,RENT,3.0,PERSONAL,A,12000.0,6.17,0,0.2,N,6.0
28.0,82800.0,MORTGAGE,10.0,VENTURE,B,18000.0,10.99,0,0.22,N,7.0
31.0,60000.0,RENT,2.0,PERSONAL,C,12000.0,13.98,0,0.2,N,5.0
27.0,83000.0,MORTGAGE,11.0,EDUCATION,A,3500.0,6.03,0,0.04,N,5.0
30.0,60000.0,RENT,4.0,PERSONAL,B,12000.0,10.99,0,0.2,N,10.0
29.0,60000.0,RENT,2.0,PERSONAL,C,12000.0,14.22,0,0.2,Y,6.0
29.0,83000.0,MORTGAGE,13.0,HOMEIMPROVEMENT,A,7500.0,8.9,0,0.09,N,6.0
28.0,83000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,5000.0,10.99,0,0.06,N,9.0
28.0,54000.0,RENT,2.0,MEDICAL,D,12000.0,15.31,1,0.22,N,7.0
28.0,60000.0,RENT,2.0,PERSONAL,B,12000.0,12.18,0,0.2,N,10.0
33.0,83000.0,MORTGAGE,14.0,DEBTCONSOLIDATION,A,18000.0,8.49,0,0.22,N,6.0
27.0,60000.0,RENT,2.0,MEDICAL,C,12000.0,13.92,0,0.2,Y,8.0
27.0,83000.0,MORTGAGE,11.0,VENTURE,C,2500.0,13.99,0,0.03,Y,8.0
31.0,83000.0,MORTGAGE,11.0,MEDICAL,A,7500.0,10.99,0,0.09,N,6.0
31.0,83000.0,MORTGAGE,3.0,EDUCATION,A,7500.0,7.66,0,0.09,N,10.0
28.0,83000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,12000.0,10.74,0,0.14,N,6.0
30.0,83000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000.0,11.11,0,0.24,N,6.0
29.0,83000.0,MORTGAGE,5.0,VENTURE,A,7500.0,10.99,0,0.09,N,10.0
34.0,60000.0,RENT,0.0,EDUCATION,C,12000.0,12.22,0,0.2,Y,7.0
32.0,83000.0,MORTGAGE,1.0,EDUCATION,A,10000.0,8.0,0,0.12,N,5.0
30.0,61000.0,RENT,4.0,EDUCATION,A,12000.0,6.92,0,0.2,N,9.0
27.0,61000.0,RENT,1.0,VENTURE,B,12000.0,12.21,0,0.2,N,5.0
35.0,83004.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,15000.0,10.99,0,0.18,N,7.0
29.0,83004.0,MORTGAGE,3.0,PERSONAL,B,4500.0,11.49,0,0.05,N,10.0
31.0,24000.0,RENT,2.0,DEBTCONSOLIDATION,A,3000.0,7.49,0,0.13,N,10.0
33.0,24000.0,RENT,2.0,MEDICAL,A,3000.0,6.62,0,0.13,N,9.0
28.0,83135.0,MORTGAGE,3.0,EDUCATION,C,8000.0,13.99,0,0.1,Y,10.0
28.0,83137.0,MORTGAGE,12.0,MEDICAL,C,3600.0,14.72,0,0.04,N,9.0
30.0,24000.0,RENT,8.0,PERSONAL,A,3000.0,10.99,1,0.13,N,6.0
29.0,24000.0,RENT,1.0,PERSONAL,B,3000.0,11.14,0,0.13,N,6.0
28.0,24000.0,RENT,4.0,VENTURE,A,3000.0,9.32,0,0.13,N,6.0
34.0,83200.0,MORTGAGE,3.0,PERSONAL,C,5000.0,14.79,0,0.06,Y,8.0
28.0,25000.0,RENT,0.0,DEBTCONSOLIDATION,A,3000.0,5.42,0,0.12,N,6.0
27.0,25000.0,RENT,0.0,HOMEIMPROVEMENT,D,3000.0,15.62,1,0.12,N,5.0
32.0,25000.0,RENT,0.0,PERSONAL,C,3000.0,13.48,0,0.12,Y,6.0
28.0,83500.0,MORTGAGE,1.0,EDUCATION,A,8000.0,7.14,0,0.1,N,8.0
35.0,25000.0,RENT,0.0,VENTURE,D,3000.0,15.33,1,0.12,N,8.0
34.0,25000.0,RENT,3.0,VENTURE,A,3000.0,7.4,0,0.12,N,8.0
30.0,25000.0,RENT,0.0,DEBTCONSOLIDATION,A,3000.0,10.99,0,0.12,N,7.0
28.0,25000.0,RENT,2.0,EDUCATION,C,3000.0,13.22,0,0.12,Y,8.0
32.0,83820.0,MORTGAGE,5.0,EDUCATION,B,12800.0,9.99,0,0.15,N,6.0
27.0,83886.0,MORTGAGE,11.0,VENTURE,A,15000.0,6.03,0,0.18,N,6.0
30.0,84000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,B,6000.0,10.99,0,0.07,N,6.0
28.0,25596.0,RENT,12.0,VENTURE,B,3000.0,10.99,0,0.12,N,9.0
30.0,25716.0,RENT,1.0,PERSONAL,C,3000.0,13.72,0,0.12,N,10.0
27.0,26208.0,RENT,0.0,EDUCATION,C,3000.0,13.98,0,0.11,N,10.0
27.0,84000.0,MORTGAGE,2.0,PERSONAL,B,7000.0,12.69,0,0.08,N,10.0
31.0,84000.0,MORTGAGE,0.0,PERSONAL,A,7000.0,7.9,0,0.08,N,6.0
27.0,26880.0,RENT,1.0,DEBTCONSOLIDATION,A,3000.0,5.79,0,0.11,N,10.0
27.0,27500.0,RENT,0.0,EDUCATION,B,3000.0,10.99,0,0.11,N,5.0
34.0,84000.0,MORTGAGE,6.0,EDUCATION,A,2400.0,7.49,0,0.03,N,6.0
29.0,84000.0,MORTGAGE,11.0,MEDICAL,A,15000.0,6.99,0,0.18,N,7.0
32.0,27600.0,RENT,5.0,MEDICAL,B,3000.0,11.12,1,0.11,N,8.0
28.0,27600.0,RENT,3.0,VENTURE,C,3000.0,13.57,0,0.11,N,10.0
28.0,28000.0,RENT,3.0,VENTURE,A,3000.0,6.91,0,0.11,N,10.0
31.0,84000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,A,10000.0,5.99,0,0.12,N,8.0
28.0,84000.0,MORTGAGE,0.0,EDUCATION,B,1000.0,9.99,0,0.01,N,10.0
27.0,78000.0,MORTGAGE,5.0,PERSONAL,B,6775.0,10.59,1,0.09,N,5.0
27.0,28800.0,RENT,0.0,EDUCATION,A,3000.0,7.88,1,0.1,N,7.0
29.0,84000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5900.0,7.66,0,0.07,N,9.0
27.0,84000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000.0,7.29,0,0.08,N,5.0
30.0,84000.0,MORTGAGE,13.0,HOMEIMPROVEMENT,B,12000.0,11.11,0,0.14,N,9.0
34.0,28880.0,RENT,2.0,VENTURE,C,3000.0,11.78,0,0.1,N,9.0
28.0,84000.0,MORTGAGE,12.0,MEDICAL,B,20500.0,10.0,0,0.24,N,5.0
29.0,84000.0,OWN,13.0,PERSONAL,A,6000.0,5.42,0,0.07,N,5.0
30.0,29102.0,RENT,2.0,VENTURE,A,3000.0,7.9,0,0.1,N,9.0
35.0,30000.0,RENT,0.0,DEBTCONSOLIDATION,B,3000.0,10.65,0,0.1,N,9.0
32.0,30000.0,RENT,7.0,EDUCATION,B,3000.0,12.42,0,0.1,N,8.0
35.0,84000.0,OWN,4.0,HOMEIMPROVEMENT,A,9000.0,6.76,0,0.11,N,6.0
28.0,62000.0,RENT,0.0,VENTURE,B,12000.0,10.65,0,0.19,N,8.0
30.0,62000.0,RENT,14.0,MEDICAL,B,12000.0,11.71,0,0.19,N,9.0
31.0,84000.0,MORTGAGE,2.0,VENTURE,A,7600.0,7.51,0,0.09,N,5.0
28.0,62000.0,RENT,2.0,EDUCATION,C,12000.0,10.99,0,0.19,N,10.0
31.0,84000.0,MORTGAGE,2.0,EDUCATION,D,10400.0,14.96,0,0.12,N,7.0
33.0,66300.0,MORTGAGE,3.0,MEDICAL,D,21496.875,14.59,1,0.28,N,8.0
28.0,84000.0,MORTGAGE,1.0,PERSONAL,A,8400.0,7.51,0,0.1,N,10.0
34.0,62000.0,RENT,5.0,VENTURE,B,12000.0,10.99,0,0.19,N,6.0
27.0,84000.0,MORTGAGE,11.0,PERSONAL,D,14000.0,15.7,0,0.17,Y,7.0
29.0,62200.0,RENT,3.0,PERSONAL,E,12000.0,19.03,0,0.19,N,6.0
27.0,62400.0,RENT,5.0,MEDICAL,B,12000.0,12.42,0,0.19,N,6.0
29.0,84000.0,OWN,11.0,EDUCATION,B,15000.0,12.18,0,0.18,N,10.0
29.0,84000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,20000.0,11.83,0,0.24,N,5.0
33.0,84000.0,MORTGAGE,9.0,EDUCATION,D,20000.0,14.61,0,0.24,Y,5.0
28.0,62496.0,RENT,4.0,EDUCATION,A,12000.0,6.91,0,0.19,N,5.0
35.0,62496.0,RENT,6.0,VENTURE,D,12000.0,14.11,0,0.19,Y,8.0
28.0,62500.0,RENT,3.0,DEBTCONSOLIDATION,A,12000.0,10.99,0,0.19,N,7.0
29.0,84000.0,MORTGAGE,8.0,VENTURE,A,10000.0,10.99,0,0.12,N,8.0
32.0,63000.0,RENT,4.0,VENTURE,A,12000.0,6.62,0,0.19,N,10.0
28.0,63000.0,RENT,0.0,MEDICAL,B,12000.0,10.37,0,0.19,N,10.0
35.0,63600.0,RENT,3.0,EDUCATION,B,12000.0,11.49,0,0.19,N,8.0
27.0,64000.0,RENT,0.0,MEDICAL,C,12000.0,13.49,0,0.19,Y,5.0
28.0,84500.0,MORTGAGE,13.0,HOMEIMPROVEMENT,C,9600.0,15.27,0,0.11,N,5.0
31.0,38000.0,OWN,8.0,EDUCATION,C,6600.0,13.47,0,0.17,N,5.0
27.0,38000.0,OWN,11.0,HOMEIMPROVEMENT,A,4000.0,7.68,0,0.11,N,9.0
27.0,84780.0,MORTGAGE,5.0,VENTURE,A,18000.0,7.51,0,0.21,N,10.0
30.0,38000.0,OWN,0.0,EDUCATION,B,6000.0,11.58,0,0.16,N,7.0
31.0,64450.0,RENT,3.0,VENTURE,C,12000.0,12.73,0,0.19,N,8.0
27.0,84906.0,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4500.0,7.51,0,0.05,N,10.0
30.0,84996.0,MORTGAGE,4.0,PERSONAL,B,8000.0,12.69,0,0.09,N,7.0
31.0,84996.0,MORTGAGE,1.0,VENTURE,A,2500.0,8.49,0,0.03,N,10.0
32.0,84996.0,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000.0,12.99,0,0.07,Y,7.0
32.0,84996.0,MORTGAGE,5.0,MEDICAL,B,20000.0,8.88,0,0.24,N,5.0
29.0,59000.0,RENT,4.0,DEBTCONSOLIDATION,D,12000.0,16.49,1,0.2,Y,9.0
30.0,65000.0,RENT,1.0,PERSONAL,B,12000.0,11.49,0,0.18,N,7.0
34.0,65000.0,RENT,2.0,DEBTCONSOLIDATION,A,12000.0,7.49,0,0.18,N,7.0
27.0,65000.0,RENT,0.0,PERSONAL,B,12000.0,10.99,0,0.18,N,5.0
31.0,78996.0,MORTGAGE,2.0,EDUCATION,B,15600.0,12.53,1,0.2,N,5.0
32.0,84996.0,MORTGAGE,4.0,VENTURE,A,9000.0,9.32,0,0.11,N,6.0
29.0,84996.0,MORTGAGE,13.0,DEBTCONSOLIDATION,A,6000.0,7.68,0,0.07,N,8.0
30.0,85000.0,OWN,12.0,VENTURE,A,7800.0,6.03,0,0.09,N,10.0
28.0,67000.0,RENT,3.0,HOMEIMPROVEMENT,B,12000.0,10.99,0,0.18,N,5.0
33.0,73000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,D,5000.0,16.29,1,0.07,N,9.0
27.0,67000.0,RENT,5.0,PERSONAL,C,12000.0,13.23,0,0.18,Y,7.0
31.0,68000.0,RENT,4.0,DEBTCONSOLIDATION,A,12000.0,7.66,0,0.18,N,8.0
31.0,68000.0,RENT,0.0,MEDICAL,B,12000.0,10.99,0,0.18,N,6.0
35.0,85000.0,MORTGAGE,2.0,MEDICAL,B,14000.0,10.65,0,0.16,N,5.0
29.0,63600.0,RENT,5.0,DEBTCONSOLIDATION,B,12000.0,12.42,1,0.19,N,8.0
27.0,69805.0,RENT,3.0,VENTURE,B,12000.0,10.25,0,0.17,N,9.0
30.0,85000.0,MORTGAGE,2.0,EDUCATION,A,15000.0,6.03,0,0.18,N,8.0
28.0,70000.0,RENT,1.0,HOMEIMPROVEMENT,C,12000.0,14.27,0,0.17,Y,6.0
27.0,70000.0,RENT,0.0,MEDICAL,B,12000.0,10.65,0,0.17,N,8.0
27.0,85000.0,MORTGAGE,12.0,VENTURE,A,3800.0,6.03,0,0.04,N,6.0
27.0,85000.0,MORTGAGE,11.0,EDUCATION,A,12000.0,6.62,0,0.14,N,10.0
29.0,85000.0,MORTGAGE,9.0,MEDICAL,B,15000.0,10.65,0,0.18,N,9.0
27.0,73000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,18000.0,12.69,1,0.25,N,6.0
33.0,70000.0,RENT,6.0,PERSONAL,D,12000.0,15.65,0,0.17,Y,5.0
31.0,70000.0,RENT,8.0,HOMEIMPROVEMENT,A,12000.0,10.99,0,0.17,N,6.0
27.0,70000.0,RENT,6.0,VENTURE,B,12000.0,10.99,0,0.17,N,8.0
32.0,37440.0,OWN,0.0,MEDICAL,D,5000.0,15.37,0,0.13,N,5.0
28.0,85000.0,MORTGAGE,5.0,EDUCATION,D,16800.0,16.49,0,0.2,N,8.0
29.0,71000.0,RENT,1.0,MEDICAL,C,12000.0,10.99,0,0.17,N,5.0
30.0,71000.0,RENT,2.0,HOMEIMPROVEMENT,A,12000.0,8.9,0,0.17,N,8.0
29.0,85000.0,MORTGAGE,14.0,VENTURE,B,7500.0,11.49,0,0.09,N,10.0
29.0,71000.0,RENT,1.0,DEBTCONSOLIDATION,C,12000.0,13.16,0,0.17,Y,9.0
28.0,72000.0,RENT,4.0,VENTURE,C,12000.0,13.49,0,0.17,Y,6.0
28.0,72000.0,RENT,3.0,MEDICAL,C,12000.0,14.27,0,0.17,Y,6.0
27.0,72000.0,RENT,11.0,EDUCATION,A,12000.0,6.62,0,0.17,N,8.0
34.0,85000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,D,15000.0,15.99,0,0.18,Y,9.0
28.0,85000.0,MORTGAGE,2.0,EDUCATION,A,15000.0,8.49,0,0.18,N,7.0
35.0,85000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,21000.0,7.49,0,0.25,N,9.0
28.0,85000.0,MORTGAGE,8.0,PERSONAL,A,12500.0,7.49,0,0.15,N,7.0
33.0,72000.0,RENT,3.0,MEDICAL,B,12000.0,11.99,0,0.17,N,5.0
32.0,72000.0,RENT,5.0,VENTURE,B,12000.0,10.62,0,0.17,N,5.0
28.0,85000.0,MORTGAGE,6.0,VENTURE,A,9075.0,7.49,0,0.11,N,10.0
29.0,62050.0,MORTGAGE,13.0,MEDICAL,E,3600.0,17.99,1,0.05,N,9.0
34.0,66000.0,RENT,5.0,DEBTCONSOLIDATION,D,12000.0,14.3,1,0.18,N,6.0
35.0,85000.0,MORTGAGE,2.0,EDUCATION,B,8400.0,11.99,0,0.1,N,9.0
32.0,85000.0,MORTGAGE,3.0,VENTURE,E,8000.0,18.79,0,0.09,Y,5.0
30.0,85000.0,MORTGAGE,14.0,MEDICAL,A,6000.0,5.42,0,0.07,N,8.0
28.0,72500.0,RENT,1.0,DEBTCONSOLIDATION,A,12000.0,7.49,0,0.17,N,6.0
27.0,85000.0,MORTGAGE,11.0,PERSONAL,A,10000.0,7.49,0,0.12,N,8.0
34.0,73000.0,MORTGAGE,6.0,PERSONAL,D,7500.0,15.99,1,0.1,Y,5.0
31.0,85000.0,MORTGAGE,9.0,VENTURE,D,16000.0,10.99,0,0.19,Y,10.0
28.0,73200.0,RENT,2.0,PERSONAL,A,12000.0,8.9,0,0.16,N,10.0
27.0,73660.0,RENT,4.0,HOMEIMPROVEMENT,E,12000.0,14.18,0,0.16,N,7.0
27.0,74000.0,RENT,2.0,VENTURE,B,12000.0,12.18,0,0.16,N,6.0
27.0,40000.0,RENT,2.0,EDUCATION,A,3000.0,7.4,0,0.07,N,9.0
28.0,85000.0,MORTGAGE,1.0,MEDICAL,A,5000.0,6.92,0,0.06,N,8.0
30.0,85000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,18000.0,13.06,0,0.21,N,5.0
28.0,41000.0,RENT,0.0,VENTURE,B,3000.0,11.11,0,0.07,N,6.0
31.0,35000.0,RENT,1.0,VENTURE,D,3000.0,14.74,1,0.09,Y,9.0
35.0,85000.0,MORTGAGE,0.0,PERSONAL,B,12000.0,10.0,0,0.14,N,5.0
28.0,85000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000.0,9.62,0,0.24,N,5.0
29.0,42000.0,RENT,5.0,MEDICAL,B,3000.0,12.69,0,0.07,N,5.0
32.0,42000.0,RENT,4.0,MEDICAL,A,3000.0,7.49,0,0.07,N,10.0
27.0,36000.0,RENT,4.0,HOMEIMPROVEMENT,D,3000.0,15.62,1,0.08,N,7.0
35.0,36000.0,RENT,2.0,PERSONAL,D,3000.0,10.99,1,0.08,N,10.0
29.0,85000.0,MORTGAGE,9.0,VENTURE,B,20000.0,10.38,0,0.24,N,9.0
27.0,85000.0,OWN,6.0,VENTURE,A,20000.0,7.88,0,0.24,N,6.0
33.0,85000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5000.0,13.61,0,0.06,Y,7.0
27.0,85000.0,OWN,2.0,VENTURE,C,10000.0,13.23,0,0.12,N,7.0
28.0,42000.0,RENT,4.0,MEDICAL,B,3000.0,10.25,0,0.07,N,10.0
27.0,42000.0,RENT,2.0,EDUCATION,A,3000.0,8.94,0,0.07,N,5.0
27.0,42000.0,RENT,1.0,VENTURE,B,3000.0,11.83,0,0.07,N,5.0
27.0,42000.0,RENT,6.0,DEBTCONSOLIDATION,C,3000.0,10.99,0,0.07,Y,7.0
27.0,85000.0,MORTGAGE,8.0,VENTURE,B,7500.0,10.99,0,0.09,N,10.0
33.0,85000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000.0,7.14,0,0.09,N,8.0
27.0,85000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5500.0,11.36,0,0.06,N,9.0
31.0,73000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,F,16000.0,19.41,1,0.22,Y,6.0
32.0,73000.0,MORTGAGE,7.0,PERSONAL,C,4750.0,13.11,1,0.07,Y,9.0
29.0,85000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000.0,7.88,0,0.12,N,10.0
28.0,42996.0,RENT,4.0,EDUCATION,A,3000.0,7.68,0,0.07,N,6.0
28.0,85000.0,MORTGAGE,12.0,MEDICAL,B,18000.0,12.53,0,0.21,N,10.0
28.0,75000.0,RENT,0.0,EDUCATION,A,12000.0,6.03,0,0.16,N,6.0
28.0,36928.0,OWN,2.0,MEDICAL,D,7800.0,15.58,0,0.21,Y,9.0
31.0,73000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,E,18000.0,17.39,1,0.25,Y,10.0
27.0,75000.0,RENT,3.0,VENTURE,B,12000.0,11.49,0,0.16,N,5.0
27.0,85000.0,OWN,10.0,VENTURE,C,19000.0,13.92,0,0.22,N,5.0
34.0,75000.0,RENT,2.0,VENTURE,A,12000.0,7.29,0,0.16,N,8.0
28.0,85000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000.0,8.59,0,0.08,N,5.0
28.0,69000.0,RENT,1.0,VENTURE,D,12000.0,14.46,1,0.17,N,9.0
27.0,85000.0,MORTGAGE,7.0,EDUCATION,C,10400.0,13.16,0,0.12,Y,6.0
33.0,75000.0,RENT,0.0,MEDICAL,A,12000.0,7.88,0,0.16,N,10.0
27.0,75000.0,RENT,6.0,HOMEIMPROVEMENT,B,12000.0,10.99,0,0.16,N,10.0
35.0,69000.0,RENT,1.0,EDUCATION,B,12000.0,11.26,1,0.17,N,5.0
28.0,75000.0,RENT,1.0,HOMEIMPROVEMENT,A,12000.0,9.63,0,0.16,N,7.0
31.0,85000.0,MORTGAGE,14.0,DEBTCONSOLIDATION,A,10400.0,9.32,0,0.12,N,10.0
35.0,85000.0,MORTGAGE,0.0,EDUCATION,B,20000.0,12.21,0,0.24,N,10.0
31.0,85000.0,OTHER,4.0,HOMEIMPROVEMENT,B,16000.0,11.89,0,0.19,N,10.0
29.0,85000.0,MORTGAGE,0.0,VENTURE,E,10000.0,16.63,0,0.12,N,8.0
30.0,76000.0,RENT,3.0,DEBTCONSOLIDATION,B,12000.0,10.99,0,0.16,N,10.0
29.0,76663.0,RENT,9.0,EDUCATION,A,12000.0,10.99,0,0.16,N,9.0
28.0,78000.0,RENT,5.0,VENTURE,B,12000.0,10.62,0,0.15,N,10.0
29.0,73000.0,MORTGAGE,6.0,EDUCATION,D,21000.0,13.36,1,0.29,Y,7.0
28.0,36400.0,OWN,3.0,PERSONAL,B,7000.0,11.11,0,0.19,N,9.0
30.0,80000.0,RENT,7.0,VENTURE,A,12000.0,8.9,0,0.15,N,10.0
32.0,85000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,C,7500.0,10.78,0,0.09,N,10.0
28.0,85100.0,MORTGAGE,12.0,EDUCATION,A,8000.0,7.51,0,0.09,N,8.0
27.0,80000.0,RENT,3.0,EDUCATION,D,12000.0,17.58,0,0.15,N,7.0
29.0,85200.0,MORTGAGE,5.0,MEDICAL,C,8900.0,10.99,0,0.1,Y,6.0
32.0,80000.0,RENT,3.0,HOMEIMPROVEMENT,A,12000.0,6.62,0,0.15,N,10.0
